# (c) Der Bundeswahlleiter, Wiesbaden 2019;;;;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;;;
# Die Wahlbewerberinnen und Wahlbewerber zum 19. Deutschen Bundestag (24. September 2017);;;;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;;;
# Codepage: UTF-8, Trennzeichen: Semikolon;;;;;;;;;;;;;;;;;;;;
# Stand: 4. September 2017 (2. Korrektur);;;;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;;;
Titel;Namenszusatz;Name;Vorname;Geschlecht;Geburtsjahr;Wohnort;Geburtsort;Beruf;Berufsschlüssel;Wahlkreis_Land;Wahlkreis_Nr;Wahlkreis_Bez;Wahlkreis_ParteiKurzBez;Wahlkreis_ParteiBez;Liste_Land;Liste_ParteiKurzBez;Liste_ParteiBez;Liste_Platz;Wiederkandidatur;"Gewählt: 1=über Wkr; 2=über LL"
;;Staib;Rainer;m;1969;Bad Boll;Bad Boll;Polizeibeamter;53;;;;;;BW;CDU;Christlich Demokratische Union Deutschlands;26;;0
;;Stalleicher;Josef Stephan;m;1950;Wiesbaden;Kienberg;Geschäftsführer;71;;;;;;HE;BüSo;Bürgerrechtsbewegung Solidarität;4;;0
;;Stalleicken;Martina;w;1979;Essen;Mülheim an der Ruhr;CNC-Dreherin;24;NW;120;Essen III;MLPD;Marxistisch-Leninistische Partei Deutschlands;NW;MLPD;Marxistisch-Leninistische Partei Deutschlands;8;;0
;;Stallkamp;Johannes Heinrich;m;1938;Wallenhorst;Osnabrück;Landwirt;11;;;;;;NI;BGE;Bündnis Grundeinkommen;1;;0
;;Stalz;Helmut;m;1953;Kamen;Bottrop;Bergdirektor;21;NW;145;Hamm – Unna II;FREIE WÄHLER;FREIE WÄHLER;;;;;;0
;;Stamm;Arnim;m;1961;Berlin;Hagen;Beamter i. R.;5;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;60;;0
;;Stamm;Hans-Joachim;m;1952;Saarbrücken;Dollern;Berufssoldat a. D.;5;;;;;;SL;AfD;Alternative für Deutschland;6;;0
;;Stamm;Markus;m;1970;Bottrop;Bottrop;Informatiker;43;;;;;;NW;ÖDP;Ökologisch-Demokratische Partei;9;;0
;;Stamm-Fibich;Martina;w;1965;Möhrendorf;Erlangen;MdB / Marketing- und Kommunikationsmanagerin;71;BY;242;Erlangen;SPD;Sozialdemokratische Partei Deutschlands;BY;SPD;Sozialdemokratische Partei Deutschlands;14;X;2
Prof. Dr.;;Stangl;Christian Ludwig;m;1965;Haimhausen;München;Hochschulprofessor für Wirtschaftsrecht;84;;;;;;BY;FDP;Freie Demokratische Partei;40;;0
;;Stankova;Nadeschda;w;1984;München;Sofia;Bahnangestellte;71;;;;;;BY;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;11;;0
;;Staratschek;Felix Johannes;m;1966;Radevormwald;Radevormwald;Arbeiter;62;NW;99;Oberbergischer Kreis;EB: Staratschek;Christlich ökologische Politik für Familie, Arbeit und Umwelt (FAMILIE & UMWELT);;;;;;0
;;Stark-Watzinger;Bettina;w;1968;Bad Soden am Taunus;Frankfurt am Main;Dipl.-Volkswirtin;91;HE;181;Main-Taunus;FDP;Freie Demokratische Partei;HE;FDP;Freie Demokratische Partei;4;;2
;;Starosta;Robert Peter;m;1970;Würzburg;Oppeln;Kaufmann;61;BY;249;Main-Spessart;FREIE WÄHLER;FREIE WÄHLER;BY;FREIE WÄHLER;FREIE WÄHLER;8;;0
;;Staudacher;Jeff;m;1987;Forst (Lausitz);Forst (Lausitz);Referendar Lehramt;84;BB;64;Cottbus – Spree-Neiße;FDP;Freie Demokratische Partei;;;;;;0
;;Staudenmaier;Sebastian;m;1990;Schwäbisch Gmünd;Mutlangen;Informatiker;43;;;;;;BW;PIRATEN;Piratenpartei Deutschland;5;;0
;;Stavenhagen;Fritz;m;1945;Neuwied;Klettwitz;Rentner;5;;;;;;RP;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;5;;0
;;Stavenhagen;Stefanie;w;1965;Neuwied;Neuwied;Dipl.-Verwaltungswirtin;73;;;;;;RP;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;3;;0
;;Stavridis;Konstantin;m;1969;Berlin;Köln;Unternehmer;71;;;;;;BE;BGE;Bündnis Grundeinkommen;7;;0
;;Stawitz;Ingo;m;1950;Uetersen;Hamburg;Rentner;5;;;;;;SH;NPD;Nationaldemokratische Partei Deutschlands;2;;0
;;Steck;Christian;m;1992;Backnang;Backnang;Jurist;73;;;;;;BW;CDU;Christlich Demokratische Union Deutschlands;31;;0
Dr.;;Steffel;Frank;m;1966;Berlin;Berlin;Dipl.-Kaufmann;71;BE;77;Berlin-Reinickendorf;CDU;Christlich Demokratische Union Deutschlands;;;;;X;1
;;Steffen;Holger;m;1954;Neumünster;Hamburg;Taxiunternehmer;52;SH;6;Plön – Neumünster;FREIE WÄHLER;FREIE WÄHLER;;;;;;0
;;Steffen;Jan Oliver;m;1973;Frankfurt am Main;Marburg;Krebsforscher;81;;;;;;HE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;4;;0
;;Steffen;Sonja Amalie;w;1963;Stralsund;Dreiborn;Rechtsanwältin;73;MV;15;Vorpommern-Rügen – Vorpommern-Greifswald I;SPD;Sozialdemokratische Partei Deutschlands;MV;SPD;Sozialdemokratische Partei Deutschlands;1;X;2
;;Steffen-Stiehl;Christian;m;1973;Friedrichshafen;Daun;Projektleiter;71;BW;293;Bodensee;FDP;Freie Demokratische Partei;BW;FDP;Freie Demokratische Partei;32;;0
Dr.;;Stefinger;Wolfgang;m;1985;München;München;MdB / Betriebswirt;71;BY;218;München-Ost;CSU;Christlich-Soziale Union in Bayern e.V.;;;;;X;1
;;Stegemann;Albert;m;1976;Ringe;Nordhorn;MdB / Landwirtschaftsmeister;71;NI;31;Mittelems;CDU;Christlich Demokratische Union Deutschlands;NI;CDU;Christlich Demokratische Union Deutschlands;30;X;1
;;Stegmann;Alfred;m;1961;Bottrop;Dortmund;Immobiliensachverständiger;61;NW;125;Bottrop – Recklinghausen III;AfD;Alternative für Deutschland;;;;;;0
;;Stehle;Susanne;w;1994;Esslingen am Neckar;Rottweil;Pressereferentin;92;;;;;;BW;CDU;Christlich Demokratische Union Deutschlands;30;;0
;;Stehr;Simone Tatjana;w;1970;Oberhausen;Oberhausen;Seminardirektorin;84;;;;;;NW;CDU;Christlich Demokratische Union Deutschlands;61;;0
;;Steichele-Guntrum;Stephanie;w;1973;Oppenheim;München;Dipl.-Kauffrau;71;;;;;;RP;FDP;Freie Demokratische Partei;33;;0
;;Steier;Andreas;m;1972;Pellingen;Trier;Dipl.-Ingenieur;27;RP;203;Trier;CDU;Christlich Demokratische Union Deutschlands;RP;CDU;Christlich Demokratische Union Deutschlands;10;;1
Dr.;;Stein;Dieter;m;1957;Brombachtal;Kirchbrombach;Arzt;81;;;;;;HE;MLPD;Marxistisch-Leninistische Partei Deutschlands;13;;0
;;Stein;Jan;m;1975;Erfurt;Erfurt;Dipl.-Pädagoge;91;;;;;;TH;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;3;;0
;;Stein;Jens Mathias;m;1970;Kiel;Kiel;Bauzeichner;31;SH;5;Kiel;SPD;Sozialdemokratische Partei Deutschlands;SH;SPD;Sozialdemokratische Partei Deutschlands;9;;1
;;Stein;Peter;m;1968;Mönchhagen;Siegen;MdB;71;MV;14;Rostock – Landkreis Rostock II;CDU;Christlich Demokratische Union Deutschlands;MV;CDU;Christlich Demokratische Union Deutschlands;5;X;1
;;Stein;Robert;m;1979;Hamm;Hamm;Referent;84;;;;;;NW;CDU;Christlich Demokratische Union Deutschlands;75;;0
;;Stein;Uwe;m;1970;Düsseldorf;Opladen (Leverkusen);Unternehmensberater;71;;;;;;NW;PIRATEN;Piratenpartei Deutschland;7;;0
;;Steinböck;Anton;m;1943;Augsburg;Hamburg;Fahrlehrer;84;;;;;;BY;BP;Bayernpartei;28;;0
;;Steineke;Sebastian;m;1973;Neuruppin;Hamburg;Rechtsanwalt;73;BB;56;Prignitz – Ostprignitz-Ruppin – Havelland I;CDU;Christlich Demokratische Union Deutschlands;BB;CDU;Christlich Demokratische Union Deutschlands;7;X;1
Dr.;;Steiner;Dagmar;w;1964;Hasloh;Berlin-Zehlendorf;Ärztin;81;;;;;;SH;CDU;Christlich Demokratische Union Deutschlands;11;;0
;;Steiner;Lencke;w;1985;Bremen;Bremen;Dipl.-Kauffrau;71;HB;54;Bremen I;FDP;Freie Demokratische Partei;HB;FDP;Freie Demokratische Partei;1;;0
;;Steinert;Sandra Elisabeth;w;1992;München;München;Studentin;4;;;;;;BY;MLPD;Marxistisch-Leninistische Partei Deutschlands;5;;0
;;Steinhage;Wolfram;m;1955;Wassenberg;Kleve;Computertechniker;43;NW;89;Heinsberg;DIE LINKE;DIE LINKE;;;;;;0
;;Steinhausen;Christina;w;1979;Bad Neuenahr-Ahrweiler;Bonn;Redakteurin;92;RP;198;Ahrweiler;FDP;Freie Demokratische Partei;RP;FDP;Freie Demokratische Partei;10;;0
;;Steiniger;Johannes;m;1987;Bad Dürkheim;Bad Dürkheim;MdB / Gymnasiallehrer;71;RP;208;Neustadt – Speyer;CDU;Christlich Demokratische Union Deutschlands;RP;CDU;Christlich Demokratische Union Deutschlands;13;X;1
;;Steinke;Kersten;w;1958;Bad Frankenhausen/Kyffhäuser;Bad Frankenhausen;MdB / Agraringenieurin;71;TH;189;Eichsfeld – Nordhausen – Kyffhäuserkreis;DIE LINKE;DIE LINKE;TH;DIE LINKE;DIE LINKE;3;X;2
;;Steins;Wolfgang;m;1959;Bielefeld;Bielefeld;Dipl.-Kaufmann / Steuerberater;71;;;;;;NW;DM;Deutsche Mitte;1;;0
;;Stellrecht-Schmidt;Sabine;w;1971;Miltenberg;Sinsheim;Bauingenieurin;31;BY;249;Main-Spessart;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BY;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;42;;0
;;Stelzer;Paul;m;1993;Göttingen;Potzwenden;Schüler;4;;;;;;NI;MLPD;Marxistisch-Leninistische Partei Deutschlands;5;;0
;;Stemmer;Janina Anja;w;1984;Jork;Hamburg;Dipl.-Sozialpädagogin;83;;;;;;HH;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;5;;0
Dr.;;Stephani;Trutz-Ulrich;m;1955;Ortenberg;Bonn;Chemiker;41;BW;284;Offenburg;FDP;Freie Demokratische Partei;BW;FDP;Freie Demokratische Partei;33;;0
;;Stern;Paul;m;1953;Celle;Bad Homburg v. d. Höhe;Ergotherapeut;81;NI;44;Celle – Uelzen;DIE LINKE;DIE LINKE;;;;;;0
;Freiherr von;Stetten;Christian Alexander;m;1970;Künzelsau;Stuttgart;MdB / selbst. Kaufmann;71;BW;268;Schwäbisch Hall – Hohenlohe;CDU;Christlich Demokratische Union Deutschlands;;;;;X;1
;;Steuer;Cita Karolina;w;1971;Berlin;Lindau;Gärtnerin;12;;;;;;BE;BGE;Bündnis Grundeinkommen;12;;0
;;Stewart;Michael;m;1986;Walsrode;Achim;Chemielaborant;41;NI;35;Rotenburg I – Heidekreis;AfD;Alternative für Deutschland;;;;;;0
;;Stieglauer;Stephan;m;1970;Blindheim;Donauwörth;kfm. Angestellter;71;BY;254;Donau-Ries;FREIE WÄHLER;FREIE WÄHLER;BY;FREIE WÄHLER;FREIE WÄHLER;28;;0
;;Stiel;Matthias;m;1982;Tannheim;München;Betriebsmittelplaner;27;BW;292;Biberach;AfD;Alternative für Deutschland;;;;;;0
;;Stier;Dieter;m;1964;Weißenfels;Weißenfels;MdB / Dipl.-Agraringenieur;71;ST;73;Burgenland – Saalekreis;CDU;Christlich Demokratische Union Deutschlands;ST;CDU;Christlich Demokratische Union Deutschlands;4;X;1
;;Stier;Paula Maria;w;1997;Neuenhagen bei Berlin;Berlin;Studentin;4;;;;;;BB;ÖDP;Ökologisch-Demokratische Partei;2;;0
;;Stöber;Klaus;m;1961;Wutha-Farnroda;Eisenach;Steuerberater;72;TH;190;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;AfD;Alternative für Deutschland;;;;;;0
;;Stöckel;Volker Ewald;m;1966;Osnabrück;Fürstenau;Dipl.-Volkswirt;71;;;;;;NI;BGE;Bündnis Grundeinkommen;13;;0
;;Stocker;Christof;m;1961;Lauterbach;Meppen;Theologe;83;;;;;;BW;ÖDP;Ökologisch-Demokratische Partei;12;;0
;;Stocker;Maximilian Wolfgang;m;1991;Icking;Wolfratshausen;Brauer und Mälzer;29;BY;223;Bad Tölz-Wolfratshausen – Miesbach;BP;Bayernpartei;;;;;;0
;;Stockert;Hannes;m;1972;Mülheim an der Ruhr;Stuttgart;Betriebselektriker;26;NW;118;Mülheim – Essen I;MLPD;Marxistisch-Leninistische Partei Deutschlands;NW;MLPD;Marxistisch-Leninistische Partei Deutschlands;10;;0
;;Stockert;Magdalena (Madeleine);w;1947;Ludwigshafen am Rhein;Solothurn, Schweiz;Rentnerin;5;RP;207;Ludwigshafen/Frankenthal;MLPD;Marxistisch-Leninistische Partei Deutschlands;RP;MLPD;Marxistisch-Leninistische Partei Deutschlands;4;;0
;;Stockhofe;Rita;w;1967;Haltern am See;Haltern am See;MdB;71;NW;122;Recklinghausen II;CDU;Christlich Demokratische Union Deutschlands;NW;CDU;Christlich Demokratische Union Deutschlands;46;X;0
;;Stoffel;Fabian Alexander;m;1995;Hiddenhausen;Herford;Student;4;NW;133;Herford – Minden-Lübbecke II;DIE LINKE;DIE LINKE;;;;;;0
;;Stoffels;Silvia;w;1961;Berlin;Berlin;Rechtsanwalt- und Notarfachangestellte;73;;;;;;BE;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;1;;0
;;Stöger;Marco;m;1993;Hebertsfelden;Eggenfelden;Elektroniker;26;BY;230;Rottal-Inn;DIE LINKE;DIE LINKE;;;;;;0
;;Stöhr;Christian;m;1980;Schorfheide;Anklam;Dachdeckermeister;32;;;;;;BB;DM;Deutsche Mitte;3;;0
;;Stoinski;Michal;m;1994;Tübingen;Tschenstochau;Student;4;;;;;;BW;PIRATEN;Piratenpartei Deutschland;18;;0
;;Stoll;Matthias;m;1960;Freiberg;Stollberg;Automatisierungstechniker;26;SN;161;Mittelsachsen;BüSo;Bürgerrechtsbewegung Solidarität;;;;;;0
;;Stolle;Henriette;w;1983;Berlin;Querfurt;Erzieherin;83;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;8;;0
;;Stolleis;Hans Christoph;m;1993;Neustadt an der Weinstraße;Heidelberg;Student;4;;;;;;RP;CDU;Christlich Demokratische Union Deutschlands;25;;0
;;Stolper;Manfred;m;1962;Münster;Duisburg;Koch;29;NW;129;Münster;DKP;Deutsche Kommunistische Partei;NW;DKP;Deutsche Kommunistische Partei;12;;0
;;Stolz;André;m;1972;Idstein;Wiesbaden;Dipl.-Volkswirt;71;;;;;;HE;CDU;Christlich Demokratische Union Deutschlands;24;;0
;;Stolz;Bärbel;w;1975;Berlin;Esslingen am Neckar;Schauspielerin;94;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;2;;0
;;Stolzenberger;Christoph;m;1967;Erkelenz;Issum;Kulturmanager;63;NW;89;Heinsberg;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;NW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;35;;0
;;Stone;James Clayton;m;1979;München;Little Rock, USA;Administrator;43;;;;;;BY;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;21;;0
;;Stoof;Angelika;w;1956;Schwerin;Jerichow;EU-Rentnerin;5;MV;12;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;EB: Stoof;Wählergemeinschaft Unabhängige Bürger (UB);;;;;;0
;;Stoof;Sophie-Johanna;w;1987;Greifswald;Berlin;Studentin;4;;;;;;MV;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;6;;0
;;Stoop;David Christopher;m;1983;Hamburg;Engelskirchen;Pädagoge;84;HH;23;Hamburg-Bergedorf – Harburg;DIE LINKE;DIE LINKE;HH;DIE LINKE;DIE LINKE;6;;0
;;Stoppiera-Wiebelt;Yvette Susan;w;1979;Homburg;Görlitz;Architektin;31;;;;;;SL;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;5;;0
;von;Storch;Beatrix;w;1971;Berlin;Lübeck;MdEP / Anwältin;71;BE;75;Berlin-Mitte;AfD;Alternative für Deutschland;BE;AfD;Alternative für Deutschland;1;;2
;;Storjohann;Gero;m;1958;Seth;Bad Segeberg;MdB / Dipl.-Betriebswirt (FH);71;SH;8;Segeberg – Stormarn-Mitte;CDU;Christlich Demokratische Union Deutschlands;SH;CDU;Christlich Demokratische Union Deutschlands;4;X;1
;;Stöver;Birgit;w;1970;Hamburg;Hamburg;Lebensmittelchemikerin;41;;;;;;HH;CDU;Christlich Demokratische Union Deutschlands;9;;0
;;Stracke;Johannes;m;1981;Hürth;Hannover;Dipl.-Politikwissenschaftler;91;;;;;;NW;SPD;Sozialdemokratische Partei Deutschlands;86;;0
;;Stracke;Stephan;m;1974;Irsee;Marktoberdorf;MdB;71;BY;257;Ostallgäu;CSU;Christlich-Soziale Union in Bayern e.V.;;;;;X;1
Dr.;;Strack-Zimmermann;Marie-Agnes;w;1958;Düsseldorf;Düsseldorf;selbst. Verlagsrepräsentantin;92;NW;106;Düsseldorf I;FDP;Freie Demokratische Partei;NW;FDP;Freie Demokratische Partei;2;;2
;;Straetmanns;Friedrich;m;1961;Bielefeld;Bielefeld;Richter;73;NW;132;Bielefeld – Gütersloh II;DIE LINKE;DIE LINKE;NW;DIE LINKE;DIE LINKE;12;;2
Dr.;;Strank;Oliver;m;1979;Frankfurt am Main;Frankfurt am Main;Rechtsanwalt;73;HE;182;Frankfurt am Main I;SPD;Sozialdemokratische Partei Deutschlands;HE;SPD;Sozialdemokratische Partei Deutschlands;25;;0
;;Straßberger;Günter;m;1963;Altdorf;Wartenberg;Verkaufsleiter;62;BY;228;Landshut;AfD;Alternative für Deutschland;;;;;;0
;;Strasser;Benjamin;m;1987;Berg;Weingarten;Rechtsanwalt;73;BW;294;Ravensburg;FDP;Freie Demokratische Partei;BW;FDP;Freie Demokratische Partei;8;;2
;;Straubinger;Max;m;1954;Simbach;Oberlucken;MdB / Versicherungskaufmann;72;BY;230;Rottal-Inn;CSU;Christlich-Soziale Union in Bayern e.V.;BY;CSU;Christlich-Soziale Union in Bayern e.V.;13;X;1
;;Streib;Matthias;m;1983;Remscheid;Remscheid;Künstler;93;NW;103;Solingen – Remscheid – Wuppertal II;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;;;;;0
;;Strengmann-Kuhn;Wolfgang;m;1964;Frankfurt am Main;Dinslaken;Volkswirt;91;HE;185;Offenbach;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;HE;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;4;X;2
;;Strenz;Karin;w;1967;Schwerin;Lübz;MdB;71;MV;13;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;CDU;Christlich Demokratische Union Deutschlands;MV;CDU;Christlich Demokratische Union Deutschlands;4;X;1
;;Streubel;Jens;m;1977;Dornburg-Camburg;Jena;Kfz.-Sachverständiger;25;TH;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;FREIE WÄHLER;FREIE WÄHLER;;;;;;0
Dr.;;Strewe;Uta;w;1971;Burkau;Biberach an der Riß;Verfahrensbeistand;71;SN;156;Bautzen I;SPD;Sozialdemokratische Partei Deutschlands;SN;SPD;Sozialdemokratische Partei Deutschlands;7;;0
;;Strickner;Gerald;m;1953;Kolbermoor;Rosenheim;Baustoffberater;62;BY;222;Rosenheim;BüSo;Bürgerrechtsbewegung Solidarität;BY;BüSo;Bürgerrechtsbewegung Solidarität;3;;0
;;Striess-Grubert;Udo;m;1959;Wilhelmshaven;Walsrode;Projektleiter;71;NI;26;Friesland – Wilhelmshaven – Wittmund;FREIE WÄHLER;FREIE WÄHLER;NI;FREIE WÄHLER;FREIE WÄHLER;2;;0
;;Stritzl;Thomas;m;1957;Kiel;Hamburg;MdB / Rechtsanwalt;73;SH;5;Kiel;CDU;Christlich Demokratische Union Deutschlands;SH;CDU;Christlich Demokratische Union Deutschlands;6;X;0
;;Struckmann;Merle;w;1981;Neustadt am Rübenberge;Hannover;Dipl.-Finanzwirtin;73;;;;;;NI;CDU;Christlich Demokratische Union Deutschlands;45;;0
;;Stübe;Yves-Christian;m;1978;Kiel;Eckernförde;Immobilienkaufmann;61;;;;;;SH;SPD;Sozialdemokratische Partei Deutschlands;18;;0
;;Stüber;Pascal;m;1996;Lindhorst;Stadthagen;Student;4;NI;40;Nienburg II – Schaumburg;AfD;Alternative für Deutschland;;;;;;0
;;Stübgen;Michael;m;1959;Finsterwalde;Lauchhammer;MdB / Baufacharbeiter / Pfarrer;71;BB;65;Elbe-Elster – Oberspreewald-Lausitz II;CDU;Christlich Demokratische Union Deutschlands;BB;CDU;Christlich Demokratische Union Deutschlands;1;X;1
;;Stucke;Ingo;m;1971;Bielefeld;Bielefeld;Pastor;83;;;;;;NW;SPD;Sozialdemokratische Partei Deutschlands;77;;0
Dr.;;Stumpf;Thomas;m;1954;Windhagen;Karlsruhe;ltd. Regierungsdirektor;71;;;;;;RP;SPD;Sozialdemokratische Partei Deutschlands;35;;0
;;Stumpp;Margit;w;1963;Königsbronn;Mengen;Oberstudienrätin;73;BW;270;Aalen – Heidenheim;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;13;;2
;;Stuppy;Lisett;w;1988;Rüssingen;Kirchheimbolanden;Beamtin / Regierungsinspektorin;73;;;;;;RP;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;7;;0
;;Sturm;Erich Walter;m;1961;Bremen;Emden;Dipl.-Religionswissenschaftler;91;;;;;;HB;PIRATEN;Piratenpartei Deutschland;1;;0
;;Sturm;Wolfgang;m;1942;Benshausen;Swinemünde;Dipl.-Ingenieur;27;TH;192;Gotha – Ilm-Kreis;FREIE WÄHLER;FREIE WÄHLER;;;;;;0
;;Stürmer;Dominik;m;1989;Ellwangen (Jagst);Aalen;Bürokaufmann;71;BW;270;Aalen – Heidenheim;NPD;Nationaldemokratische Partei Deutschlands;BW;NPD;Nationaldemokratische Partei Deutschlands;1;;0
;;Stürtz;Heinrich;m;1949;Wiesloch;Köppern;Rechtsanwalt;73;BW;277;Rhein-Neckar;DIE LINKE;DIE LINKE;;;;;;0
;;Stussig;Mario-Frank Constantin;m;1952;Hamburg;Bonn;Unternehmensberater / Ingenieur;71;;;;;;HH;FDP;Freie Demokratische Partei;7;;0
;;Suding;Katja Rita;w;1975;Hamburg;Vechta;Kommunikationsberaterin;81;HH;19;Hamburg-Altona;FDP;Freie Demokratische Partei;HH;FDP;Freie Demokratische Partei;1;;2
;;Sudmann;Wilhelm Heinrich Friedrich;m;1960;Ehrenburg;Wesenstedt (jetzt Ehrenburg);Rentner;5;;;;;;NI;NPD;Nationaldemokratische Partei Deutschlands;8;;0
;;Sulfrian;Helge;m;1965;Windeck;Osnabrück;Geschäftsführer;71;;;;;;NW;SPD;Sozialdemokratische Partei Deutschlands;82;;0
;;Sulzbacher;Andreas;m;1975;Volkach;Dettelbach;techn. Produktdesigner;27;BY;250;Schweinfurt;FDP;Freie Demokratische Partei;BY;FDP;Freie Demokratische Partei;36;;0
;;Suntrup;Sonja;w;1967;Röbel/Müritz;Delmenhorst;Lehrerin;84;;;;;;MV;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;5;;0
;;Supe;Johannes;m;1989;Berlin;Soest;Redakteur;92;;;;;;BE;DKP;Deutsche Kommunistische Partei;3;;0
;;Susam;Adem;m;1981;Dortmund;Sivrice, Türkei;Fachinformatiker;43;;;;;;NW;-;Allianz Deutscher Demokraten;3;;0
;;Süßdorf;Jacqueline;w;1966;Saarbrücken;Saarbrücken;Rechtsanwaltsfachangestellte;73;;;;;;SL;NPD;Nationaldemokratische Partei Deutschlands;4;;0
;;Süssig;Arno;m;1957;Malchin;Waren (Müritz);Lehrer;84;;;;;;MV;FREIE WÄHLER;FREIE WÄHLER;9;;0
;;Swoboda;Andrea;w;1968;Bottrop;Essen;Angestellte;71;NW;125;Bottrop – Recklinghausen III;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;;0
;;Swoboda;Gerald;m;1968;Wanzleben-Börde;Burg;Disponent;51;;;;;;ST;BGE;Bündnis Grundeinkommen;4;;0
;;Sziborra-Seidlitz;Susan;w;1977;Quedlinburg;Berlin;Gesundheits- und Krankenpflegerin /Politikerin;81;ST;68;Harz;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;;0
;;Tacer;Philipp;m;1983;Düsseldorf;Düsseldorf;Angestellter / Referent;84;NW;106;Düsseldorf I;SPD;Sozialdemokratische Partei Deutschlands;NW;SPD;Sozialdemokratische Partei Deutschlands;46;;0
;;Tack;Kerstin;w;1968;Hannover;Wittingen;MdB / Dipl.-Sozialpädagogin;71;NI;41;Stadt Hannover I;SPD;Sozialdemokratische Partei Deutschlands;NI;SPD;Sozialdemokratische Partei Deutschlands;22;X;1
;;Täck;Ulrike;w;1968;Boostedt;Gifhorn;Professorin;84;SH;8;Segeberg – Stormarn-Mitte;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;SH;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;7;;0
Dr.;;Tackmann;Kirsten;w;1960;Wusterhausen/Dosse;Schmalkalden;MdB / Tierärztin;71;BB;56;Prignitz – Ostprignitz-Ruppin – Havelland I;DIE LINKE;DIE LINKE;BB;DIE LINKE;DIE LINKE;1;X;2
;;Täge;Mathias;m;1980;Wiesenburg/Mark;Belzig;Bio.-techn. Assistent;41;BB;60;Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;PIRATEN;Piratenpartei Deutschland;;;;;;0
;;Talsky;Thomas Gerhard Alexander;m;1990;Ottobrunn;München;Grafikdesigner;23;;;;;;BY;DKP;Deutsche Kommunistische Partei;3;;0
;;Tambarlin;Florian;m;1991;Weilheim i.OB;Weilheim i.OB;Koch;29;;;;;;BY;BP;Bayernpartei;29;;0
;;Tank;Susanne;w;1960;Hamburg;Lüdenscheid;Heilpraktikerin;81;;;;;;HH;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;6;;0
;;Ta?;Hakan;m;1966;Berlin;Kemah, Türkei;MdAB;71;BE;77;Berlin-Reinickendorf;DIE LINKE;DIE LINKE;BE;DIE LINKE;DIE LINKE;6;;0
;;Tassis;Alexander;m;1970;Bremen;Athen, Griechenland;Historiker (M. A.);91;;;;;;HB;AfD;Alternative für Deutschland;3;;0
;;Tatti;Jessica;w;1981;Reutlingen;Marbach am Neckar;Sozialarbeiterin (B. A.);83;BW;289;Reutlingen;DIE LINKE;DIE LINKE;BW;DIE LINKE;DIE LINKE;5;;2
;;Tatura;Taro Atanas;m;1992;Hamburg;Rodewisch;Fluggerätemechaniker;25;;;;;;HH;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;10;;0
